,Model1,Model2,Prompt1,Prompt2,Processor1,Processor2,Kappa
17,magicoder:7b-s-cl,codegemma:7b-instruct,llm4cc-clone_type,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.015982121347254963
18,magicoder:7b-s-cl,codegemma:7b-instruct,llm4cc-clone_type,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.0010345461049823257
19,magicoder:7b-s-cl,qwen2.5:7b,llm4cc-clone_type,llm4cc-clone_type,defaultpatch,defaultpatch,-0.03270743122321895
20,magicoder:7b-s-cl,qwen2.5:7b,llm4cc-clone_type,llm4cc-integrated,defaultpatch,defaultpatch,-0.006922929428505142
21,magicoder:7b-s-cl,qwen2.5:7b,llm4cc-clone_type,llm4cc-clone_type-patch,defaultpatch,defaultpatch,-0.018665487508291
22,magicoder:7b-s-cl,qwen2.5:7b,llm4cc-clone_type,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.009846042757304718
23,magicoder:7b-s-cl,qwen2.5-coder:7b,llm4cc-clone_type,llm4cc-clone_type,defaultpatch,defaultpatch,0.03162417172034304
24,magicoder:7b-s-cl,qwen2.5-coder:7b,llm4cc-clone_type,llm4cc-integrated,defaultpatch,defaultpatch,-0.056413599262631564
25,magicoder:7b-s-cl,qwen2.5-coder:7b,llm4cc-clone_type,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.058211058190192344
26,magicoder:7b-s-cl,qwen2.5-coder:7b,llm4cc-clone_type,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.061411307505219837
27,magicoder:7b-s-cl,yi-coder:9b,llm4cc-clone_type,llm4cc-clone_type,defaultpatch,defaultpatch,0.027142778647205934
28,magicoder:7b-s-cl,yi-coder:9b,llm4cc-clone_type,llm4cc-integrated,defaultpatch,defaultpatch,0.0173312310502326
29,magicoder:7b-s-cl,yi-coder:9b,llm4cc-clone_type,llm4cc-clone_type-patch,defaultpatch,defaultpatch,-0.0012688546844701332
30,magicoder:7b-s-cl,yi-coder:9b,llm4cc-clone_type,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.015559715733832191
31,magicoder:7b-s-cl,hermes3:8b,llm4cc-clone_type,llm4cc-clone_type,defaultpatch,defaultpatch,-9.22843804491702e-05
32,magicoder:7b-s-cl,hermes3:8b,llm4cc-clone_type,llm4cc-integrated,defaultpatch,defaultpatch,0.0001759169671913252
33,magicoder:7b-s-cl,hermes3:8b,llm4cc-clone_type,llm4cc-clone_type-patch,defaultpatch,defaultpatch,-0.003773948503321689
34,magicoder:7b-s-cl,hermes3:8b,llm4cc-clone_type,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.002622364598077964
35,magicoder:7b-s-cl,magicoder:7b-s-cl,llm4cc-clone_type,llm4cc-clone_type,defaultpatch,method,-0.03131537656903771
36,magicoder:7b-s-cl,magicoder:7b-s-cl,llm4cc-clone_type,llm4cc-integrated,defaultpatch,method,0.010274891524632568
37,magicoder:7b-s-cl,magicoder:7b-s-cl,llm4cc-clone_type,llm4cc-clone_type-patch,defaultpatch,method,-0.047797836329482424
38,magicoder:7b-s-cl,magicoder:7b-s-cl,llm4cc-clone_type,llm4cc-integrated-patch,defaultpatch,method,-0.03561620730963666
39,magicoder:7b-s-cl,codellama:7b-instruct,llm4cc-clone_type,llm4cc-clone_type,defaultpatch,method,-0.048135195924054575
40,magicoder:7b-s-cl,codellama:7b-instruct,llm4cc-clone_type,llm4cc-integrated,defaultpatch,method,0.00011241420310204031
41,magicoder:7b-s-cl,codellama:7b-instruct,llm4cc-clone_type,llm4cc-clone_type-patch,defaultpatch,method,-0.008949517954689457
42,magicoder:7b-s-cl,codellama:7b-instruct,llm4cc-clone_type,llm4cc-integrated-patch,defaultpatch,method,-0.003960548488918247
43,magicoder:7b-s-cl,codellama:13b-instruct,llm4cc-clone_type,llm4cc-clone_type,defaultpatch,method,-0.05622348916761677
44,magicoder:7b-s-cl,codellama:13b-instruct,llm4cc-clone_type,llm4cc-integrated,defaultpatch,method,-0.04484882025334258
45,magicoder:7b-s-cl,codellama:13b-instruct,llm4cc-clone_type,llm4cc-clone_type-patch,defaultpatch,method,-0.03581239530988278
46,magicoder:7b-s-cl,codellama:13b-instruct,llm4cc-clone_type,llm4cc-integrated-patch,defaultpatch,method,-0.011853244704921106
47,magicoder:7b-s-cl,deepseek-coder:6.7b,llm4cc-clone_type,llm4cc-clone_type,defaultpatch,method,0.010590408341091706
48,magicoder:7b-s-cl,deepseek-coder:6.7b,llm4cc-clone_type,llm4cc-integrated,defaultpatch,method,0.0034841276169722546
49,magicoder:7b-s-cl,deepseek-coder:6.7b,llm4cc-clone_type,llm4cc-clone_type-patch,defaultpatch,method,-0.00635366290813133
50,magicoder:7b-s-cl,deepseek-coder:6.7b,llm4cc-clone_type,llm4cc-integrated-patch,defaultpatch,method,0.006972555632562383
51,magicoder:7b-s-cl,codegemma:7b-instruct,llm4cc-clone_type,llm4cc-clone_type,defaultpatch,method,0.006992550987803825
52,magicoder:7b-s-cl,codegemma:7b-instruct,llm4cc-clone_type,llm4cc-integrated,defaultpatch,method,-0.004512003202066683
53,magicoder:7b-s-cl,codegemma:7b-instruct,llm4cc-clone_type,llm4cc-clone_type-patch,defaultpatch,method,0.0069040476501021075
54,magicoder:7b-s-cl,codegemma:7b-instruct,llm4cc-clone_type,llm4cc-integrated-patch,defaultpatch,method,0.0006712174920154856
55,magicoder:7b-s-cl,qwen2.5:7b,llm4cc-clone_type,llm4cc-clone_type,defaultpatch,method,-0.005968258520961722
56,magicoder:7b-s-cl,qwen2.5:7b,llm4cc-clone_type,llm4cc-integrated,defaultpatch,method,-0.015239057432748115
57,magicoder:7b-s-cl,qwen2.5:7b,llm4cc-clone_type,llm4cc-clone_type-patch,defaultpatch,method,-0.03460353545605033
58,magicoder:7b-s-cl,qwen2.5:7b,llm4cc-clone_type,llm4cc-integrated-patch,defaultpatch,method,-0.003749440832153228
59,magicoder:7b-s-cl,qwen2.5-coder:7b,llm4cc-clone_type,llm4cc-clone_type,defaultpatch,method,0.003934268868859281
60,magicoder:7b-s-cl,qwen2.5-coder:7b,llm4cc-clone_type,llm4cc-integrated,defaultpatch,method,-0.01100533426780359
61,magicoder:7b-s-cl,qwen2.5-coder:7b,llm4cc-clone_type,llm4cc-clone_type-patch,defaultpatch,method,-0.002315487992949894
62,magicoder:7b-s-cl,qwen2.5-coder:7b,llm4cc-clone_type,llm4cc-integrated-patch,defaultpatch,method,-0.024475280385668485
63,magicoder:7b-s-cl,yi-coder:9b,llm4cc-clone_type,llm4cc-clone_type,defaultpatch,method,0.004186096718480248
64,magicoder:7b-s-cl,yi-coder:9b,llm4cc-clone_type,llm4cc-integrated,defaultpatch,method,-0.012395445373819092
65,magicoder:7b-s-cl,yi-coder:9b,llm4cc-clone_type,llm4cc-clone_type-patch,defaultpatch,method,0.02586963187571334
66,magicoder:7b-s-cl,yi-coder:9b,llm4cc-clone_type,llm4cc-integrated-patch,defaultpatch,method,0.014202528049993002
67,magicoder:7b-s-cl,hermes3:8b,llm4cc-clone_type,llm4cc-clone_type,defaultpatch,method,-0.004758634608680534
68,magicoder:7b-s-cl,hermes3:8b,llm4cc-clone_type,llm4cc-integrated,defaultpatch,method,0.020180353257938544
69,magicoder:7b-s-cl,hermes3:8b,llm4cc-clone_type,llm4cc-clone_type-patch,defaultpatch,method,0.0008076410790084365
70,magicoder:7b-s-cl,hermes3:8b,llm4cc-clone_type,llm4cc-integrated-patch,defaultpatch,method,-0.012963182647895088
71,magicoder:7b-s-cl,magicoder:7b-s-cl,llm4cc-integrated,llm4cc-clone_type-patch,defaultpatch,defaultpatch,-0.030154397069670935
72,magicoder:7b-s-cl,magicoder:7b-s-cl,llm4cc-integrated,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.033221781432148934
73,magicoder:7b-s-cl,codellama:7b-instruct,llm4cc-integrated,llm4cc-clone_type,defaultpatch,defaultpatch,0.0015381422009803636
74,magicoder:7b-s-cl,codellama:7b-instruct,llm4cc-integrated,llm4cc-integrated,defaultpatch,defaultpatch,0.008990102379399234
75,magicoder:7b-s-cl,codellama:7b-instruct,llm4cc-integrated,llm4cc-clone_type-patch,defaultpatch,defaultpatch,-0.01125699947392067
76,magicoder:7b-s-cl,codellama:7b-instruct,llm4cc-integrated,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.005104921518159222
77,magicoder:7b-s-cl,codellama:13b-instruct,llm4cc-integrated,llm4cc-clone_type,defaultpatch,defaultpatch,-0.021104517975244708
78,magicoder:7b-s-cl,codellama:13b-instruct,llm4cc-integrated,llm4cc-integrated,defaultpatch,defaultpatch,0.008658829110502198
79,magicoder:7b-s-cl,codellama:13b-instruct,llm4cc-integrated,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.028730231721214694
80,magicoder:7b-s-cl,codellama:13b-instruct,llm4cc-integrated,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.009410422756113146
81,magicoder:7b-s-cl,deepseek-coder:6.7b,llm4cc-integrated,llm4cc-clone_type,defaultpatch,defaultpatch,0.001934248006667194
82,magicoder:7b-s-cl,deepseek-coder:6.7b,llm4cc-integrated,llm4cc-integrated,defaultpatch,defaultpatch,-0.04923667357680661
83,magicoder:7b-s-cl,deepseek-coder:6.7b,llm4cc-integrated,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.02150243939838903
84,magicoder:7b-s-cl,deepseek-coder:6.7b,llm4cc-integrated,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.002510166723300733
85,magicoder:7b-s-cl,codegemma:7b-instruct,llm4cc-integrated,llm4cc-clone_type,defaultpatch,defaultpatch,-0.0033669399755875684
86,magicoder:7b-s-cl,codegemma:7b-instruct,llm4cc-integrated,llm4cc-integrated,defaultpatch,defaultpatch,-0.011383953830485405
87,magicoder:7b-s-cl,codegemma:7b-instruct,llm4cc-integrated,llm4cc-clone_type-patch,defaultpatch,defaultpatch,-0.013727979685764113
88,magicoder:7b-s-cl,codegemma:7b-instruct,llm4cc-integrated,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.005126439420023665
89,magicoder:7b-s-cl,qwen2.5:7b,llm4cc-integrated,llm4cc-clone_type,defaultpatch,defaultpatch,-0.0251135198399135
90,magicoder:7b-s-cl,qwen2.5:7b,llm4cc-integrated,llm4cc-integrated,defaultpatch,defaultpatch,-0.00917454510506932
91,magicoder:7b-s-cl,qwen2.5:7b,llm4cc-integrated,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.014923535075345384
92,magicoder:7b-s-cl,qwen2.5:7b,llm4cc-integrated,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.009056713760738022
93,magicoder:7b-s-cl,qwen2.5-coder:7b,llm4cc-integrated,llm4cc-clone_type,defaultpatch,defaultpatch,-0.02643666175075854
94,magicoder:7b-s-cl,qwen2.5-coder:7b,llm4cc-integrated,llm4cc-integrated,defaultpatch,defaultpatch,-0.012346404687412216
95,magicoder:7b-s-cl,qwen2.5-coder:7b,llm4cc-integrated,llm4cc-clone_type-patch,defaultpatch,defaultpatch,-0.012715258476700297
96,magicoder:7b-s-cl,qwen2.5-coder:7b,llm4cc-integrated,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.013538141109086022
97,magicoder:7b-s-cl,yi-coder:9b,llm4cc-integrated,llm4cc-clone_type,defaultpatch,defaultpatch,0.00012847714208119587
98,magicoder:7b-s-cl,yi-coder:9b,llm4cc-integrated,llm4cc-integrated,defaultpatch,defaultpatch,-0.016259260286895616
99,magicoder:7b-s-cl,yi-coder:9b,llm4cc-integrated,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.03606375628645342
100,magicoder:7b-s-cl,yi-coder:9b,llm4cc-integrated,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.003199305051617918
101,magicoder:7b-s-cl,hermes3:8b,llm4cc-integrated,llm4cc-clone_type,defaultpatch,defaultpatch,0.0015583843345116088
102,magicoder:7b-s-cl,hermes3:8b,llm4cc-integrated,llm4cc-integrated,defaultpatch,defaultpatch,0.0009147884003575246
103,magicoder:7b-s-cl,hermes3:8b,llm4cc-integrated,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.00022143748644409822
104,magicoder:7b-s-cl,hermes3:8b,llm4cc-integrated,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.014131237572199362
105,magicoder:7b-s-cl,magicoder:7b-s-cl,llm4cc-integrated,llm4cc-clone_type,defaultpatch,method,0.006607110088753476
106,magicoder:7b-s-cl,magicoder:7b-s-cl,llm4cc-integrated,llm4cc-integrated,defaultpatch,method,0.000154492768550063
107,magicoder:7b-s-cl,magicoder:7b-s-cl,llm4cc-integrated,llm4cc-clone_type-patch,defaultpatch,method,0.010216017673562727
108,magicoder:7b-s-cl,magicoder:7b-s-cl,llm4cc-integrated,llm4cc-integrated-patch,defaultpatch,method,-0.00046072630026494643
109,magicoder:7b-s-cl,codellama:7b-instruct,llm4cc-integrated,llm4cc-clone_type,defaultpatch,method,0.031014591231923183
110,magicoder:7b-s-cl,codellama:7b-instruct,llm4cc-integrated,llm4cc-integrated,defaultpatch,method,-0.0187608215783297
111,magicoder:7b-s-cl,codellama:7b-instruct,llm4cc-integrated,llm4cc-clone_type-patch,defaultpatch,method,0.01647212849085533
112,magicoder:7b-s-cl,codellama:7b-instruct,llm4cc-integrated,llm4cc-integrated-patch,defaultpatch,method,-0.01896850155483576
113,magicoder:7b-s-cl,codellama:13b-instruct,llm4cc-integrated,llm4cc-clone_type,defaultpatch,method,0.019191533388771664
114,magicoder:7b-s-cl,codellama:13b-instruct,llm4cc-integrated,llm4cc-integrated,defaultpatch,method,-0.006948793051206881
115,magicoder:7b-s-cl,codellama:13b-instruct,llm4cc-integrated,llm4cc-clone_type-patch,defaultpatch,method,0.006733463041610266
116,magicoder:7b-s-cl,codellama:13b-instruct,llm4cc-integrated,llm4cc-integrated-patch,defaultpatch,method,0.012928748927852118
117,magicoder:7b-s-cl,deepseek-coder:6.7b,llm4cc-integrated,llm4cc-clone_type,defaultpatch,method,-0.003205271458398551
118,magicoder:7b-s-cl,deepseek-coder:6.7b,llm4cc-integrated,llm4cc-integrated,defaultpatch,method,0.012729474357308312
119,magicoder:7b-s-cl,deepseek-coder:6.7b,llm4cc-integrated,llm4cc-clone_type-patch,defaultpatch,method,-0.002500606867877009
120,magicoder:7b-s-cl,deepseek-coder:6.7b,llm4cc-integrated,llm4cc-integrated-patch,defaultpatch,method,0.0006402840286400258
121,magicoder:7b-s-cl,codegemma:7b-instruct,llm4cc-integrated,llm4cc-clone_type,defaultpatch,method,0.0008055376887500243
122,magicoder:7b-s-cl,codegemma:7b-instruct,llm4cc-integrated,llm4cc-integrated,defaultpatch,method,-0.024251700646400032
123,magicoder:7b-s-cl,codegemma:7b-instruct,llm4cc-integrated,llm4cc-clone_type-patch,defaultpatch,method,-0.0038089576598252517
124,magicoder:7b-s-cl,codegemma:7b-instruct,llm4cc-integrated,llm4cc-integrated-patch,defaultpatch,method,-0.0008066224583198611
125,magicoder:7b-s-cl,qwen2.5:7b,llm4cc-integrated,llm4cc-clone_type,defaultpatch,method,0.007049944610374226
126,magicoder:7b-s-cl,qwen2.5:7b,llm4cc-integrated,llm4cc-integrated,defaultpatch,method,-0.006929599420726795
127,magicoder:7b-s-cl,qwen2.5:7b,llm4cc-integrated,llm4cc-clone_type-patch,defaultpatch,method,-0.000503631051842035
128,magicoder:7b-s-cl,qwen2.5:7b,llm4cc-integrated,llm4cc-integrated-patch,defaultpatch,method,-0.0010163094196726785
129,magicoder:7b-s-cl,qwen2.5-coder:7b,llm4cc-integrated,llm4cc-clone_type,defaultpatch,method,3.591237685696136e-05
130,magicoder:7b-s-cl,qwen2.5-coder:7b,llm4cc-integrated,llm4cc-integrated,defaultpatch,method,-0.001008531463548179
131,magicoder:7b-s-cl,qwen2.5-coder:7b,llm4cc-integrated,llm4cc-clone_type-patch,defaultpatch,method,-0.000453110708516391
132,magicoder:7b-s-cl,qwen2.5-coder:7b,llm4cc-integrated,llm4cc-integrated-patch,defaultpatch,method,-0.005465840556305945
133,magicoder:7b-s-cl,yi-coder:9b,llm4cc-integrated,llm4cc-clone_type,defaultpatch,method,-0.01865638212835319
134,magicoder:7b-s-cl,yi-coder:9b,llm4cc-integrated,llm4cc-integrated,defaultpatch,method,0.01726881100987787
135,magicoder:7b-s-cl,yi-coder:9b,llm4cc-integrated,llm4cc-clone_type-patch,defaultpatch,method,0.006201718511174459
136,magicoder:7b-s-cl,yi-coder:9b,llm4cc-integrated,llm4cc-integrated-patch,defaultpatch,method,-0.02167639422116685
137,magicoder:7b-s-cl,hermes3:8b,llm4cc-integrated,llm4cc-clone_type,defaultpatch,method,0.00270518616047577
138,magicoder:7b-s-cl,hermes3:8b,llm4cc-integrated,llm4cc-integrated,defaultpatch,method,0.004449679259120987
139,magicoder:7b-s-cl,hermes3:8b,llm4cc-integrated,llm4cc-clone_type-patch,defaultpatch,method,0.0017399648808313906
140,magicoder:7b-s-cl,hermes3:8b,llm4cc-integrated,llm4cc-integrated-patch,defaultpatch,method,0.0053424029942305
141,magicoder:7b-s-cl,magicoder:7b-s-cl,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.007384609099172934
142,magicoder:7b-s-cl,codellama:7b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type,defaultpatch,defaultpatch,0.011361551664777703
143,magicoder:7b-s-cl,codellama:7b-instruct,llm4cc-clone_type-patch,llm4cc-integrated,defaultpatch,defaultpatch,-0.017911238420667663
144,magicoder:7b-s-cl,codellama:7b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.0011011483404121947
145,magicoder:7b-s-cl,codellama:7b-instruct,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.013592000074342359
146,magicoder:7b-s-cl,codellama:13b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type,defaultpatch,defaultpatch,0.004435505593765154
147,magicoder:7b-s-cl,codellama:13b-instruct,llm4cc-clone_type-patch,llm4cc-integrated,defaultpatch,defaultpatch,0.001808590677326971
148,magicoder:7b-s-cl,codellama:13b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.038890041587356095
149,magicoder:7b-s-cl,codellama:13b-instruct,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.018420626670048068
150,magicoder:7b-s-cl,deepseek-coder:6.7b,llm4cc-clone_type-patch,llm4cc-clone_type,defaultpatch,defaultpatch,-0.02689354268997257
151,magicoder:7b-s-cl,deepseek-coder:6.7b,llm4cc-clone_type-patch,llm4cc-integrated,defaultpatch,defaultpatch,-0.008606088309954796
152,magicoder:7b-s-cl,deepseek-coder:6.7b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.004808109587311593
153,magicoder:7b-s-cl,deepseek-coder:6.7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.007158187592588572
154,magicoder:7b-s-cl,codegemma:7b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type,defaultpatch,defaultpatch,-0.012853655033749911
155,magicoder:7b-s-cl,codegemma:7b-instruct,llm4cc-clone_type-patch,llm4cc-integrated,defaultpatch,defaultpatch,-0.02714225692409622
156,magicoder:7b-s-cl,codegemma:7b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,-0.010897966987445162
157,magicoder:7b-s-cl,codegemma:7b-instruct,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.0015261836162769882
158,magicoder:7b-s-cl,qwen2.5:7b,llm4cc-clone_type-patch,llm4cc-clone_type,defaultpatch,defaultpatch,0.03660445051659589
159,magicoder:7b-s-cl,qwen2.5:7b,llm4cc-clone_type-patch,llm4cc-integrated,defaultpatch,defaultpatch,0.028752994663478026
160,magicoder:7b-s-cl,qwen2.5:7b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.017674638095945605
161,magicoder:7b-s-cl,qwen2.5:7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.016949548326277597
162,magicoder:7b-s-cl,qwen2.5-coder:7b,llm4cc-clone_type-patch,llm4cc-clone_type,defaultpatch,defaultpatch,0.010452685271917672
163,magicoder:7b-s-cl,qwen2.5-coder:7b,llm4cc-clone_type-patch,llm4cc-integrated,defaultpatch,defaultpatch,0.009013876814385258
164,magicoder:7b-s-cl,qwen2.5-coder:7b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,-0.0036897732218605928
165,magicoder:7b-s-cl,qwen2.5-coder:7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.020205572838118302
166,magicoder:7b-s-cl,yi-coder:9b,llm4cc-clone_type-patch,llm4cc-clone_type,defaultpatch,defaultpatch,-0.002808224322402575
167,magicoder:7b-s-cl,yi-coder:9b,llm4cc-clone_type-patch,llm4cc-integrated,defaultpatch,defaultpatch,-0.004838526360226636
168,magicoder:7b-s-cl,yi-coder:9b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,-0.03936272007841701
169,magicoder:7b-s-cl,yi-coder:9b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.012280691453132153
170,magicoder:7b-s-cl,hermes3:8b,llm4cc-clone_type-patch,llm4cc-clone_type,defaultpatch,defaultpatch,0.0020902079887628044
171,magicoder:7b-s-cl,hermes3:8b,llm4cc-clone_type-patch,llm4cc-integrated,defaultpatch,defaultpatch,-0.0038278012215275936
172,magicoder:7b-s-cl,hermes3:8b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.0034457538458032566
173,magicoder:7b-s-cl,hermes3:8b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.0063041186141032934
174,magicoder:7b-s-cl,magicoder:7b-s-cl,llm4cc-clone_type-patch,llm4cc-clone_type,defaultpatch,method,0.04849359128013142
175,magicoder:7b-s-cl,magicoder:7b-s-cl,llm4cc-clone_type-patch,llm4cc-integrated,defaultpatch,method,-0.015074074726696196
176,magicoder:7b-s-cl,magicoder:7b-s-cl,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.07341834205146203
177,magicoder:7b-s-cl,magicoder:7b-s-cl,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.0037687795047629535
178,magicoder:7b-s-cl,codellama:7b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type,defaultpatch,method,0.041272308762471566
179,magicoder:7b-s-cl,codellama:7b-instruct,llm4cc-clone_type-patch,llm4cc-integrated,defaultpatch,method,0.010851729998074489
180,magicoder:7b-s-cl,codellama:7b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.041539347100038926
181,magicoder:7b-s-cl,codellama:7b-instruct,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,0.02576005835053763
182,magicoder:7b-s-cl,codellama:13b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type,defaultpatch,method,0.020366921153800344
183,magicoder:7b-s-cl,codellama:13b-instruct,llm4cc-clone_type-patch,llm4cc-integrated,defaultpatch,method,-0.003498308315065035
184,magicoder:7b-s-cl,codellama:13b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.024487613997198898
185,magicoder:7b-s-cl,codellama:13b-instruct,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,0.022272082840187224
186,magicoder:7b-s-cl,deepseek-coder:6.7b,llm4cc-clone_type-patch,llm4cc-clone_type,defaultpatch,method,0.011066837191078482
187,magicoder:7b-s-cl,deepseek-coder:6.7b,llm4cc-clone_type-patch,llm4cc-integrated,defaultpatch,method,-0.047036423679033934
188,magicoder:7b-s-cl,deepseek-coder:6.7b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.0023949553386169997
189,magicoder:7b-s-cl,deepseek-coder:6.7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.04937999550587646
190,magicoder:7b-s-cl,codegemma:7b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type,defaultpatch,method,-0.006314254245026962
191,magicoder:7b-s-cl,codegemma:7b-instruct,llm4cc-clone_type-patch,llm4cc-integrated,defaultpatch,method,0.019389455266431987
192,magicoder:7b-s-cl,codegemma:7b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.0015833590372139605
193,magicoder:7b-s-cl,codegemma:7b-instruct,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.012823492359987698
194,magicoder:7b-s-cl,qwen2.5:7b,llm4cc-clone_type-patch,llm4cc-clone_type,defaultpatch,method,0.05846648279494027
195,magicoder:7b-s-cl,qwen2.5:7b,llm4cc-clone_type-patch,llm4cc-integrated,defaultpatch,method,-0.004568936119018652
