,Processor,Prompt,Model,Recall
114,method,llm4cc-simple_prompt-semantical,magicoder:7b-s-cl,0.27892234548335976
115,method,llm4cc-reasoning-patch-semantical,magicoder:7b-s-cl,0.3058637083993661
116,method,llm4cc-similarity_line-patch-semantical,magicoder:7b-s-cl,0.21553090332805072
117,method,llm4cc-simple_prompt-identical,magicoder:7b-s-cl,0.4873217115689382
118,method,llm4cc-reasoning-patch-identical,magicoder:7b-s-cl,0.37797147385103014
119,method,llm4cc-similarity_line-patch-identical,magicoder:7b-s-cl,0.2115689381933439
120,method,llm4cc-simple_prompt,codellama:7b-instruct,0.41996830427892234
121,method,llm4cc-reasoning,codellama:7b-instruct,0.39461172741679873
122,method,llm4cc-similarity_line,codellama:7b-instruct,0.31378763866877973
123,method,llm4cc-simple_prompt-patch,codellama:7b-instruct,0.4500792393026941
124,method,llm4cc-reasoning-patch,codellama:7b-instruct,0.4326465927099842
125,method,llm4cc-similarity_line-patch,codellama:7b-instruct,0.34231378763866877
126,method,llm4cc-simple_prompt-semantical,codellama:7b-instruct,0.3906497622820919
127,method,llm4cc-reasoning-patch-semantical,codellama:7b-instruct,0.3573692551505547
128,method,llm4cc-similarity_line-patch-semantical,codellama:7b-instruct,0.3549920760697306
129,method,llm4cc-simple_prompt-identical,codellama:7b-instruct,0.4001584786053883
130,method,llm4cc-reasoning-patch-identical,codellama:7b-instruct,0.4445324881141046
131,method,llm4cc-similarity_line-patch-identical,codellama:7b-instruct,0.3977812995245642
132,method,llm4cc-simple_prompt,codellama:13b-instruct,0.4001584786053883
133,method,llm4cc-reasoning,codellama:13b-instruct,0.35578446909667194
134,method,llm4cc-similarity_line,codellama:13b-instruct,0.38114104595879555
135,method,llm4cc-simple_prompt-patch,codellama:13b-instruct,0.41362916006339145
136,method,llm4cc-reasoning-patch,codellama:13b-instruct,0.375594294770206
137,method,llm4cc-similarity_line-patch,codellama:13b-instruct,0.4112519809825674
138,method,llm4cc-simple_prompt-semantical,codellama:13b-instruct,0.40332805071315375
139,method,llm4cc-reasoning-patch-semantical,codellama:13b-instruct,0.33835182250396195
140,method,llm4cc-similarity_line-patch-semantical,codellama:13b-instruct,0.38510301109350237
141,method,llm4cc-simple_prompt-identical,codellama:13b-instruct,0.375594294770206
142,method,llm4cc-reasoning-patch-identical,codellama:13b-instruct,0.3478605388272583
143,method,llm4cc-similarity_line-patch-identical,codellama:13b-instruct,0.33438985736925514
144,method,llm4cc-simple_prompt,deepseek-coder:6.7b,0.14976228209191758
145,method,llm4cc-reasoning,deepseek-coder:6.7b,0.13708399366085577
146,method,llm4cc-similarity_line,deepseek-coder:6.7b,0.10935023771790808
147,method,llm4cc-simple_prompt-patch,deepseek-coder:6.7b,0.20681458003169573
148,method,llm4cc-reasoning-patch,deepseek-coder:6.7b,0.12361331220285261
149,method,llm4cc-similarity_line-patch,deepseek-coder:6.7b,0.1259904912836767
150,method,llm4cc-simple_prompt-semantical,deepseek-coder:6.7b,0.1949286846275753
151,method,llm4cc-reasoning-patch-semantical,deepseek-coder:6.7b,0.21315372424722662
152,method,llm4cc-similarity_line-patch-semantical,deepseek-coder:6.7b,0.2305863708399366
153,method,llm4cc-simple_prompt-identical,deepseek-coder:6.7b,0.1561014263074485
154,method,llm4cc-reasoning-patch-identical,deepseek-coder:6.7b,0.25118858954041207
155,method,llm4cc-similarity_line-patch-identical,deepseek-coder:6.7b,0.22424722662440572
156,method,llm4cc-simple_prompt,codegemma:7b-instruct,0.9231378763866878
157,method,llm4cc-reasoning,codegemma:7b-instruct,0.9096671949286846
158,method,llm4cc-similarity_line,codegemma:7b-instruct,0.5768621236133122
159,method,llm4cc-simple_prompt-patch,codegemma:7b-instruct,0.9294770206022187
160,method,llm4cc-reasoning-patch,codegemma:7b-instruct,0.9183835182250396
161,method,llm4cc-similarity_line-patch,codegemma:7b-instruct,0.8866877971473851
162,method,llm4cc-simple_prompt-semantical,codegemma:7b-instruct,0.9326465927099842
163,method,llm4cc-reasoning-patch-semantical,codegemma:7b-instruct,0.8890649762282092
164,method,llm4cc-similarity_line-patch-semantical,codegemma:7b-instruct,0.9199683042789224
165,method,llm4cc-simple_prompt-identical,codegemma:7b-instruct,0.93026941362916
166,method,llm4cc-reasoning-patch-identical,codegemma:7b-instruct,0.7955625990491284
167,method,llm4cc-similarity_line-patch-identical,codegemma:7b-instruct,0.805863708399366
168,method,llm4cc-simple_prompt,qwen2.5:7b,0.991283676703645
169,method,llm4cc-reasoning,qwen2.5:7b,0.7076069730586371
170,method,llm4cc-similarity_line,qwen2.5:7b,0.9643423137876387
171,method,llm4cc-simple_prompt-patch,qwen2.5:7b,0.9920760697305864
172,method,llm4cc-reasoning-patch,qwen2.5:7b,0.7004754358161648
173,method,llm4cc-similarity_line-patch,qwen2.5:7b,0.9825673534072901
174,method,llm4cc-simple_prompt-semantical,qwen2.5:7b,0.991283676703645
175,method,llm4cc-reasoning-patch-semantical,qwen2.5:7b,0.659270998415214
176,method,llm4cc-similarity_line-patch-semantical,qwen2.5:7b,0.991283676703645
177,method,llm4cc-simple_prompt-identical,qwen2.5:7b,0.991283676703645
178,method,llm4cc-reasoning-patch-identical,qwen2.5:7b,0.777337559429477
179,method,llm4cc-similarity_line-patch-identical,qwen2.5:7b,0.9786053882725833
180,method,llm4cc-simple_prompt,qwen2.5-coder:7b,0.9920760697305864
181,method,llm4cc-reasoning,qwen2.5-coder:7b,0.9896988906497622
182,method,llm4cc-similarity_line,qwen2.5-coder:7b,0.9920760697305864
183,method,llm4cc-simple_prompt-patch,qwen2.5-coder:7b,0.9944532488114105
184,method,llm4cc-reasoning-patch,qwen2.5-coder:7b,0.9896988906497622
185,method,llm4cc-similarity_line-patch,qwen2.5-coder:7b,0.993660855784469
186,method,llm4cc-simple_prompt-semantical,qwen2.5-coder:7b,0.9928684627575277
187,method,llm4cc-reasoning-patch-semantical,qwen2.5-coder:7b,0.9516640253565769
188,method,llm4cc-similarity_line-patch-semantical,qwen2.5-coder:7b,0.993660855784469
189,method,llm4cc-simple_prompt-identical,qwen2.5-coder:7b,0.993660855784469
190,method,llm4cc-reasoning-patch-identical,qwen2.5-coder:7b,0.9825673534072901
191,method,llm4cc-similarity_line-patch-identical,qwen2.5-coder:7b,0.9904912836767037
192,method,llm4cc-simple_prompt,yi-coder:9b,0.5126782884310618
193,method,llm4cc-reasoning,yi-coder:9b,0.5705229793977813
194,method,llm4cc-similarity_line,yi-coder:9b,0.6759112519809826
195,method,llm4cc-simple_prompt-patch,yi-coder:9b,0.48811410459587956
196,method,llm4cc-reasoning-patch,yi-coder:9b,0.5293185419968305
197,method,llm4cc-similarity_line-patch,yi-coder:9b,0.6426307448494454
198,method,llm4cc-simple_prompt-semantical,yi-coder:9b,0.6133122028526149
199,method,llm4cc-reasoning-patch-semantical,yi-coder:9b,0.6632329635499208
200,method,llm4cc-similarity_line-patch-semantical,yi-coder:9b,0.6822503961965135
201,method,llm4cc-simple_prompt-identical,yi-coder:9b,0.6188589540412044
202,method,llm4cc-reasoning-patch-identical,yi-coder:9b,0.6141045958795562
203,method,llm4cc-similarity_line-patch-identical,yi-coder:9b,0.6727416798732171
204,method,llm4cc-simple_prompt,hermes3:8b,0.9889064976228209
205,method,llm4cc-reasoning,hermes3:8b,0.9421553090332805
206,method,llm4cc-similarity_line,hermes3:8b,0.9001584786053882
207,method,llm4cc-simple_prompt-patch,hermes3:8b,0.9706814580031695
208,method,llm4cc-reasoning-patch,hermes3:8b,0.8906497622820919
209,method,llm4cc-similarity_line-patch,hermes3:8b,0.9025356576862124
210,method,llm4cc-simple_prompt-semantical,hermes3:8b,0.9889064976228209
211,method,llm4cc-reasoning-patch-semantical,hermes3:8b,0.8851030110935024
212,method,llm4cc-similarity_line-patch-semantical,hermes3:8b,0.8692551505546752
213,method,llm4cc-simple_prompt-identical,hermes3:8b,0.9786053882725833
214,method,llm4cc-reasoning-patch-identical,hermes3:8b,0.8882725832012678
215,method,llm4cc-similarity_line-patch-identical,hermes3:8b,0.9025356576862124
