,Processor,Prompt,Model,Recall
34,defaultpatch,llm4cc-similarity_line-patch-identical,codegemma:7b-instruct,0.6351259360108917
35,defaultpatch,llm4cc-simple_prompt-semantical,qwen2.5:7b,0.8218527315914489
36,defaultpatch,llm4cc-reasoning-patch-semantical,qwen2.5:7b,0.6128266033254157
37,defaultpatch,llm4cc-reasoning-patch-semantical,qwen2.5:7b,0.6128266033254157
38,defaultpatch,llm4cc-similarity_line-patch-semantical,qwen2.5:7b,0.43942992874109266
39,defaultpatch,llm4cc-simple_prompt-identical,qwen2.5:7b,0.16864608076009502
40,defaultpatch,llm4cc-reasoning-patch-identical,qwen2.5:7b,0.38163103721298497
41,defaultpatch,llm4cc-similarity_line-patch-identical,qwen2.5:7b,0.5114806017418844
42,defaultpatch,llm4cc-simple_prompt-semantical,qwen2.5-coder:7b,0.8566904196357878
43,defaultpatch,llm4cc-reasoning-patch-semantical,qwen2.5-coder:7b,0.7830562153602534
44,defaultpatch,llm4cc-reasoning-patch-semantical,qwen2.5-coder:7b,0.7830562153602534
45,defaultpatch,llm4cc-similarity_line-patch-semantical,qwen2.5-coder:7b,0.8463974663499604
46,defaultpatch,llm4cc-simple_prompt-identical,qwen2.5-coder:7b,0.5312747426761678
47,defaultpatch,llm4cc-reasoning-patch-identical,qwen2.5-coder:7b,0.5605700712589073
48,defaultpatch,llm4cc-similarity_line-patch-identical,qwen2.5-coder:7b,0.7371338083927158
49,defaultpatch,llm4cc-simple_prompt-semantical,yi-coder:9b,0.19319081551860648
50,defaultpatch,llm4cc-reasoning-patch-semantical,yi-coder:9b,0.4140934283452098
51,defaultpatch,llm4cc-reasoning-patch-semantical,yi-coder:9b,0.4140934283452098
52,defaultpatch,llm4cc-similarity_line-patch-semantical,yi-coder:9b,0.0768012668250198
53,defaultpatch,llm4cc-simple_prompt-identical,yi-coder:9b,0.09026128266033254
54,defaultpatch,llm4cc-reasoning-patch-identical,yi-coder:9b,0.31353919239904987
55,defaultpatch,llm4cc-similarity_line-patch-identical,yi-coder:9b,0.07363420427553444
56,defaultpatch,llm4cc-simple_prompt-semantical,hermes3:8b,0.8939034045922407
57,defaultpatch,llm4cc-reasoning-patch-semantical,hermes3:8b,0.669833729216152
58,defaultpatch,llm4cc-reasoning-patch-semantical,hermes3:8b,0.669833729216152
59,defaultpatch,llm4cc-similarity_line-patch-semantical,hermes3:8b,0.5288994457640538
60,defaultpatch,llm4cc-simple_prompt-identical,hermes3:8b,0.09105304829770387
61,defaultpatch,llm4cc-reasoning-patch-identical,hermes3:8b,0.8068091844813935
62,defaultpatch,llm4cc-similarity_line-patch-identical,hermes3:8b,0.12589073634204276
63,method,llm4cc-simple_prompt-semantical,magicoder:7b-s-cl,0.27892234548335976
64,method,llm4cc-reasoning-patch-semantical,magicoder:7b-s-cl,0.3058637083993661
65,method,llm4cc-reasoning-patch-semantical,magicoder:7b-s-cl,0.3058637083993661
66,method,llm4cc-similarity_line-patch-semantical,magicoder:7b-s-cl,0.21553090332805072
67,method,llm4cc-simple_prompt-identical,magicoder:7b-s-cl,0.4873217115689382
68,method,llm4cc-reasoning-patch-identical,magicoder:7b-s-cl,0.37797147385103014
69,method,llm4cc-similarity_line-patch-identical,magicoder:7b-s-cl,0.2115689381933439
70,method,llm4cc-simple_prompt-semantical,codellama:7b-instruct,0.3906497622820919
71,method,llm4cc-reasoning-patch-semantical,codellama:7b-instruct,0.3573692551505547
72,method,llm4cc-reasoning-patch-semantical,codellama:7b-instruct,0.3573692551505547
73,method,llm4cc-similarity_line-patch-semantical,codellama:7b-instruct,0.3549920760697306
74,method,llm4cc-simple_prompt-identical,codellama:7b-instruct,0.4001584786053883
75,method,llm4cc-reasoning-patch-identical,codellama:7b-instruct,0.4445324881141046
76,method,llm4cc-similarity_line-patch-identical,codellama:7b-instruct,0.3977812995245642
77,method,llm4cc-simple_prompt-semantical,codellama:13b-instruct,0.40332805071315375
78,method,llm4cc-reasoning-patch-semantical,codellama:13b-instruct,0.33835182250396195
79,method,llm4cc-reasoning-patch-semantical,codellama:13b-instruct,0.33835182250396195
80,method,llm4cc-similarity_line-patch-semantical,codellama:13b-instruct,0.38510301109350237
81,method,llm4cc-simple_prompt-identical,codellama:13b-instruct,0.375594294770206
82,method,llm4cc-reasoning-patch-identical,codellama:13b-instruct,0.3478605388272583
83,method,llm4cc-similarity_line-patch-identical,codellama:13b-instruct,0.33438985736925514
84,method,llm4cc-simple_prompt-semantical,deepseek-coder:6.7b,0.1949286846275753
85,method,llm4cc-reasoning-patch-semantical,deepseek-coder:6.7b,0.21315372424722662
86,method,llm4cc-reasoning-patch-semantical,deepseek-coder:6.7b,0.21315372424722662
87,method,llm4cc-similarity_line-patch-semantical,deepseek-coder:6.7b,0.2305863708399366
88,method,llm4cc-simple_prompt-identical,deepseek-coder:6.7b,0.1561014263074485
89,method,llm4cc-reasoning-patch-identical,deepseek-coder:6.7b,0.25118858954041207
90,method,llm4cc-similarity_line-patch-identical,deepseek-coder:6.7b,0.22424722662440572
91,method,llm4cc-simple_prompt-semantical,codegemma:7b-instruct,0.9326465927099842
92,method,llm4cc-reasoning-patch-semantical,codegemma:7b-instruct,0.8890649762282092
93,method,llm4cc-reasoning-patch-semantical,codegemma:7b-instruct,0.8890649762282092
94,method,llm4cc-similarity_line-patch-semantical,codegemma:7b-instruct,0.9199683042789224
95,method,llm4cc-simple_prompt-identical,codegemma:7b-instruct,0.93026941362916
96,method,llm4cc-reasoning-patch-identical,codegemma:7b-instruct,0.7955625990491284
97,method,llm4cc-similarity_line-patch-identical,codegemma:7b-instruct,0.805863708399366
98,method,llm4cc-simple_prompt-semantical,qwen2.5:7b,0.991283676703645
99,method,llm4cc-reasoning-patch-semantical,qwen2.5:7b,0.659270998415214
100,method,llm4cc-reasoning-patch-semantical,qwen2.5:7b,0.659270998415214
101,method,llm4cc-similarity_line-patch-semantical,qwen2.5:7b,0.991283676703645
102,method,llm4cc-simple_prompt-identical,qwen2.5:7b,0.991283676703645
103,method,llm4cc-reasoning-patch-identical,qwen2.5:7b,0.777337559429477
104,method,llm4cc-similarity_line-patch-identical,qwen2.5:7b,0.9786053882725833
105,method,llm4cc-simple_prompt-semantical,qwen2.5-coder:7b,0.9928684627575277
106,method,llm4cc-reasoning-patch-semantical,qwen2.5-coder:7b,0.9516640253565769
107,method,llm4cc-reasoning-patch-semantical,qwen2.5-coder:7b,0.9516640253565769
108,method,llm4cc-similarity_line-patch-semantical,qwen2.5-coder:7b,0.993660855784469
109,method,llm4cc-simple_prompt-identical,qwen2.5-coder:7b,0.993660855784469
110,method,llm4cc-reasoning-patch-identical,qwen2.5-coder:7b,0.9825673534072901
111,method,llm4cc-similarity_line-patch-identical,qwen2.5-coder:7b,0.9904912836767037
112,method,llm4cc-simple_prompt-semantical,yi-coder:9b,0.6133122028526149
113,method,llm4cc-reasoning-patch-semantical,yi-coder:9b,0.6632329635499208
114,method,llm4cc-reasoning-patch-semantical,yi-coder:9b,0.6632329635499208
115,method,llm4cc-similarity_line-patch-semantical,yi-coder:9b,0.6822503961965135
116,method,llm4cc-simple_prompt-identical,yi-coder:9b,0.6188589540412044
117,method,llm4cc-reasoning-patch-identical,yi-coder:9b,0.6141045958795562
118,method,llm4cc-similarity_line-patch-identical,yi-coder:9b,0.6727416798732171
119,method,llm4cc-simple_prompt-semantical,hermes3:8b,0.9889064976228209
120,method,llm4cc-reasoning-patch-semantical,hermes3:8b,0.8851030110935024
121,method,llm4cc-reasoning-patch-semantical,hermes3:8b,0.8851030110935024
122,method,llm4cc-similarity_line-patch-semantical,hermes3:8b,0.8692551505546752
123,method,llm4cc-simple_prompt-identical,hermes3:8b,0.9786053882725833
124,method,llm4cc-reasoning-patch-identical,hermes3:8b,0.8882725832012678
125,method,llm4cc-similarity_line-patch-identical,hermes3:8b,0.9025356576862124
